ID,Answer,Question,label,is_train,product_name,product_url,rank,product_id,Question_clean,Answer_clean
prod_0040_rev_10,"Dari dulu dah sering pake facial foam mineral Botanica karena cocok dikulit kombinasi, kering-berminyak. Habis cimuk pake ni produk dikulit ga bikin ketarik2, udah repeat order yg kesekian kalinya, sgt Recommended 👍",Pengirimannya cepat gak sih?,0,1,❤ BELIA ❤ MINERAL BOTANICA First Defense Brightening Series | Facial Foam | Day Night Cream | Serum,https://shopee.co.id/%E2%9D%A4-BELIA-%E2%9D%A4-MINERAL-BOTANICA-First-Defense-Brightening-Series-Facial-Foam-Day-Night-Cream-Serum-i.48382819.9779199732?extraParams=%7B%22display_model_id%22%3A76473863453%2C%22model_selection_logic%22%3A2%7D,7,prod_0040,pengirimannya cepat tidak sih,dari dulu dah sering pake facial foam mineral botanica karena cocok dikulit kombinasi keringberminyak habis cimuk pake ni produk dikulit tidak bikin ketarik2 udah repeat order yang kesekian kalinya sgt recommended
prod_0041_rev_01,"Baru dua hari pakai, ternyata buat malam saja. Sejauh ini lumayan cepat meresap begitu kena kulit spt air. Bukan yg oily lengket gitu ya. Nyaman dan bikin kenyal, blum terlihat sih efeknya tapi kulit jauh better drpd sblm pakai.. next mau nyoba yg lainnya hehe. Beli disini super gercep dong. Pagi CO besoknya udah udah sampai tempat sortir. 2 harian lah.",Apakah serum Azarine ini cepat meresap di kulit?,1,1,❤ BELIA ❤ AZARINE Superhero Serum Marvel Edition 20ml | Face Serum | Brightening | Acne Dark Spot | Exfoliating | BPOM,https://shopee.co.id/%E2%9D%A4-BELIA-%E2%9D%A4-AZARINE-Superhero-Serum-Marvel-Edition-20ml-Face-Serum-Brightening-Acne-Dark-Spot-Exfoliating-BPOM-i.48382819.21818439826?extraParams=%7B%22display_model_id%22%3A180995781876%2C%22model_selection_logic%22%3A2%7D,1,prod_0041,apakah serum azarine ini cepat meresap di kulit,baru dua hari pakai ternyata buat malam saja sejauh ini lumayan cepat meresap begitu kena kulit spt air bukan yang oily lengket gitu ya nyaman dan bikin kenyal blum terlihat sih efeknya tapi kulit jauh better drpd sblm pakai next mau nyoba yang lainnya hehe beli disini super gerak cepat dong pagi co besoknya udah udah sampai tempat sortir 2 harian lah
prod_0041_rev_02,"uda langganan bgt di Belia, ga keitung uda berapa kali belanja di sini
seller gercep & amanah, jd paket ga lama nyampe nya
yg terpenting semua produk yg dijual uda pasti ORI + ga pelit bubble wrap ❤️ (kalo aja rumah Deket ama Belia, uda aku balikin bubble wrap nya, sayaaaaang bgt kebuang² 😂)
thanks",Apakah serum Azarine ini cepat meresap di kulit?,0,1,❤ BELIA ❤ AZARINE Superhero Serum Marvel Edition 20ml | Face Serum | Brightening | Acne Dark Spot | Exfoliating | BPOM,https://shopee.co.id/%E2%9D%A4-BELIA-%E2%9D%A4-AZARINE-Superhero-Serum-Marvel-Edition-20ml-Face-Serum-Brightening-Acne-Dark-Spot-Exfoliating-BPOM-i.48382819.21818439826?extraParams=%7B%22display_model_id%22%3A180995781876%2C%22model_selection_logic%22%3A2%7D,9,prod_0041,apakah serum azarine ini cepat meresap di kulit,uda langganan banget di belia tidak keitung uda berapa kali belanja di sini seller gerak cepat amanah jadi paket tidak lama nyampe nya yang terpenting semua produk yang dijual uda pasti original tidak pelit bubble wrap kalau aja rumah deket ama belia uda aku balikin bubble wrap nya sayaaaaang banget kebuang² thanks
prod_0041_rev_03,"ini serumnya overall keren bgt, dgn harga segitu ini udh lebih dri cukup. ngk berat juga dikulit kyk make ini tuh ga kerasa bgt, enteng puooll. apalagi ini juga enteng dikantong. trs tampilan jg keren. jadi pgn ngoleksi smw. pengemasan gausah duraguin lagi dong! super aman dan cpt gila. . .",Apakah serum Azarine ini cepat meresap di kulit?,1,1,❤ BELIA ❤ AZARINE Superhero Serum Marvel Edition 20ml | Face Serum | Brightening | Acne Dark Spot | Exfoliating | BPOM,https://shopee.co.id/%E2%9D%A4-BELIA-%E2%9D%A4-AZARINE-Superhero-Serum-Marvel-Edition-20ml-Face-Serum-Brightening-Acne-Dark-Spot-Exfoliating-BPOM-i.48382819.21818439826?extraParams=%7B%22display_model_id%22%3A180995781876%2C%22model_selection_logic%22%3A2%7D,2,prod_0041,apakah serum azarine ini cepat meresap di kulit,ini serumnya overall keren banget dengan harga segitu ini sudah lebih dri cukup ngk berat juga dikulit kyk make ini tuh tidak kerasa banget enteng puooll apalagi ini juga enteng dikantong terus tampilan jg keren jadi pgn ngoleksi smw pengemasan gausah duraguin lagi dong super aman dan cpt gila
prod_0041_rev_04,"Gatau lagi sama belia cosmetik, gapernah mengecewakan pelayanan dan produknya apalagi harganya super murah banget udah gatau kebrp kali beli produk disini pengiriman super cepet packingnya aman pol bublewrapnya tuebel dan produk 100% ORI pengiriman jg super cepat pula selalu jd langganan.",Apakah serum Azarine ini cepat meresap di kulit?,0,1,❤ BELIA ❤ AZARINE Superhero Serum Marvel Edition 20ml | Face Serum | Brightening | Acne Dark Spot | Exfoliating | BPOM,https://shopee.co.id/%E2%9D%A4-BELIA-%E2%9D%A4-AZARINE-Superhero-Serum-Marvel-Edition-20ml-Face-Serum-Brightening-Acne-Dark-Spot-Exfoliating-BPOM-i.48382819.21818439826?extraParams=%7B%22display_model_id%22%3A180995781876%2C%22model_selection_logic%22%3A2%7D,10,prod_0041,apakah serum azarine ini cepat meresap di kulit,gatau lagi sama belia cosmetik gapernah mengecewakan pelayanan dan produknya apalagi harganya super murah banget udah gatau kebrp kali beli produk disini pengiriman super cepet packingnya aman pol bublewrapnya tuebel dan produk 100 original pengiriman jg super cepat pula selalu jadi langganan
prod_0041_rev_05,"udah pakai produk serum ini dari lama dan cocok di kulit kering sensitif, ingredients nya aman dan ga bikin kulit iritasi, tapi balik lagi kondisi kulit masing-masing berbeda. packagingnya aman dengan bubble wrap yang tebal, sellernya juga terbaik... terima kasih",Apakah serum Azarine ini cepat meresap di kulit?,0,1,❤ BELIA ❤ AZARINE Superhero Serum Marvel Edition 20ml | Face Serum | Brightening | Acne Dark Spot | Exfoliating | BPOM,https://shopee.co.id/%E2%9D%A4-BELIA-%E2%9D%A4-AZARINE-Superhero-Serum-Marvel-Edition-20ml-Face-Serum-Brightening-Acne-Dark-Spot-Exfoliating-BPOM-i.48382819.21818439826?extraParams=%7B%22display_model_id%22%3A180995781876%2C%22model_selection_logic%22%3A2%7D,7,prod_0041,apakah serum azarine ini cepat meresap di kulit,udah pakai produk serum ini dari lama dan cocok di kulit kering sensitif ingredients nya aman dan tidak bikin kulit iritasi tapi balik lagi kondisi kulit masingmasing berbeda packagingnya aman dengan bubble wrap yang tebal sellernya juga terbaik terima kasih
prod_0041_rev_06,"Cobain produk barunya azarine yg collab sm marvel, senengnya itu tiap serum ada fungsinya sendiri², nggak yg jadi 1, jadi tinggal pilih aja permasalahan kulitnya apa trus diliat deh serumnya yg mana yg cocok sama permasalahan kulit. Good job azarine! Thx belia😍",Apakah serum Azarine ini cepat meresap di kulit?,0,1,❤ BELIA ❤ AZARINE Superhero Serum Marvel Edition 20ml | Face Serum | Brightening | Acne Dark Spot | Exfoliating | BPOM,https://shopee.co.id/%E2%9D%A4-BELIA-%E2%9D%A4-AZARINE-Superhero-Serum-Marvel-Edition-20ml-Face-Serum-Brightening-Acne-Dark-Spot-Exfoliating-BPOM-i.48382819.21818439826?extraParams=%7B%22display_model_id%22%3A180995781876%2C%22model_selection_logic%22%3A2%7D,8,prod_0041,apakah serum azarine ini cepat meresap di kulit,cobain produk barunya azarine yang collab sm marvel senengnya itu tiap serum ada fungsinya sendiri² nggak yang jadi 1 jadi tinggal pilih aja permasalahan kulitnya apa trus diliat deh serumnya yang mana yang cocok sama permasalahan kulit good job azarine terima kasih belia
prod_0041_rev_07,"Ternyta enak bgt serumnya muka berasa lebih fresh, jd si pori-pori kek langsung ciut sebagus itu, 
Aku br nyoba plus makenya sepekan 2x dlu krna pemula, 
Makin jatuh cinta sm produknya
Thankyou bgt seller, produk ori, packing good 👍🏻 
Seller gercep 
Makasih",Apakah serum Azarine ini cepat meresap di kulit?,0,1,❤ BELIA ❤ AZARINE Superhero Serum Marvel Edition 20ml | Face Serum | Brightening | Acne Dark Spot | Exfoliating | BPOM,https://shopee.co.id/%E2%9D%A4-BELIA-%E2%9D%A4-AZARINE-Superhero-Serum-Marvel-Edition-20ml-Face-Serum-Brightening-Acne-Dark-Spot-Exfoliating-BPOM-i.48382819.21818439826?extraParams=%7B%22display_model_id%22%3A180995781876%2C%22model_selection_logic%22%3A2%7D,3,prod_0041,apakah serum azarine ini cepat meresap di kulit,ternyta enak banget serumnya muka berasa lebih fresh jadi si poripori kek langsung ciut sebagus itu aku br nyoba plus makenya sepekan 2x dlu karena pemula makin jatuh cinta sm produknya thankyou banget seller produk original packing good seller gerak cepat terima kasih
prod_0041_rev_08,"kulit ku nih type kulit acne dan oily,dan cocok"" aja sih di kulitku.dan melembabkan juga,sejauh ini udah aku pake hampir seminggu an sih lumayan melembabkan yaaa❤️ pengemasan dan pengiriman jg  belia bagu bgt sih,ga pernah ngecewain",Apakah serum Azarine ini cepat meresap di kulit?,0,1,❤ BELIA ❤ AZARINE Superhero Serum Marvel Edition 20ml | Face Serum | Brightening | Acne Dark Spot | Exfoliating | BPOM,https://shopee.co.id/%E2%9D%A4-BELIA-%E2%9D%A4-AZARINE-Superhero-Serum-Marvel-Edition-20ml-Face-Serum-Brightening-Acne-Dark-Spot-Exfoliating-BPOM-i.48382819.21818439826?extraParams=%7B%22display_model_id%22%3A180995781876%2C%22model_selection_logic%22%3A2%7D,5,prod_0041,apakah serum azarine ini cepat meresap di kulit,kulit ku nih type kulit acne dan oilydan cocok aja sih di kulitkudan melembabkan jugasejauh ini udah aku pake hampir seminggu an sih lumayan melembabkan yaaa pengemasan dan pengiriman jg belia bagu banget sihga pernah ngecewain
prod_0041_rev_09,"Serum brightening dari azarine ini beneran cocok buat semua jenis kulit, termasuk kulit wajah berminyak dan berjerawat kaya aku, hasilnya bisa terlihat dengan pemakaian rutin pagi dan malam, teksturnya kental dan sedikit keruh",Apakah serum Azarine ini cepat meresap di kulit?,0,1,❤ BELIA ❤ AZARINE Superhero Serum Marvel Edition 20ml | Face Serum | Brightening | Acne Dark Spot | Exfoliating | BPOM,https://shopee.co.id/%E2%9D%A4-BELIA-%E2%9D%A4-AZARINE-Superhero-Serum-Marvel-Edition-20ml-Face-Serum-Brightening-Acne-Dark-Spot-Exfoliating-BPOM-i.48382819.21818439826?extraParams=%7B%22display_model_id%22%3A180995781876%2C%22model_selection_logic%22%3A2%7D,6,prod_0041,apakah serum azarine ini cepat meresap di kulit,serum brightening dari azarine ini beneran cocok buat semua jenis kulit termasuk kulit wajah berminyak dan berjerawat kaya aku hasilnya bisa terlihat dengan pemakaian rutin pagi dan malam teksturnya kental dan sedikit keruh
prod_0041_rev_10,"Azarine brightening c glow serum pas dipake ga bikin bruntusan sejauh ini aman dan untuk smooth glowing serum retinol nya lumayan calm ga perih atau cekat cekit saat digunakan
Udah pengemasan dan pengiriman termasuk cepet ya",Apakah serum Azarine ini cepat meresap di kulit?,0,1,❤ BELIA ❤ AZARINE Superhero Serum Marvel Edition 20ml | Face Serum | Brightening | Acne Dark Spot | Exfoliating | BPOM,https://shopee.co.id/%E2%9D%A4-BELIA-%E2%9D%A4-AZARINE-Superhero-Serum-Marvel-Edition-20ml-Face-Serum-Brightening-Acne-Dark-Spot-Exfoliating-BPOM-i.48382819.21818439826?extraParams=%7B%22display_model_id%22%3A180995781876%2C%22model_selection_logic%22%3A2%7D,4,prod_0041,apakah serum azarine ini cepat meresap di kulit,azarine brightening c glow serum pas dipake tidak bikin bruntusan sejauh ini aman dan untuk smooth glowing serum retinol nya lumayan calm tidak perih atau cekat cekit saat digunakan udah pengemasan dan pengiriman termasuk cepet ya
prod_0042_rev_01,"Saya psn bundling 2pcs + 1pcs harga 100rb, co 2. Dg harga 200rb
Yang datang malah cuma 2pcs aja, jadi kena 1pcs 100rb 😭😭, minta vidio unboxing sya gak punya. Karna tiap kali buka paket yg dibuka bukn cuma 1paket tp banyak gak sempat mau vidio satu2. Udh langgan bertahun2 klau barang emng gak lengkap pasti sya minta balikin, klo lengkap gak bakal minta juga.",Apakah produk yang datang tidak sesuai jumlah pesanan?,1,1,[ BELIA ] YOU Hy! Amino AC-Ttack Anti-Acne Facial Wash Jerawat Kulit Berminyak 100g | 50g,https://shopee.co.id/-BELIA-YOU-Hy!-Amino-AC-Ttack-Anti-Acne-Facial-Wash-Jerawat-Kulit-Berminyak-100g-50g-i.48382819.27072411908?extraParams=%7B%22display_model_id%22%3A237228451644%2C%22model_selection_logic%22%3A2%7D,1,prod_0042,apakah produk yang datang tidak sesuai jumlah pesanan,saya psn bundling 2pcs 1pcs harga 100rb co 2 dengan harga 200rb yang datang malah cuma 2pcs aja jadi kena 1pcs 100rb minta vidio unboxing sya tidak punya karna tiap kali buka paket yang dibuka bukn cuma 1paket tapi banyak tidak sempat mau vidio satu2 sudah langgan bertahun2 klau barang emng tidak lengkap pasti sya minta balikin kalau lengkap tidak bakal minta juga
prod_0042_rev_02,Facial wash andalan sangat recommended buatt kulit yg mudah berjerawat dan berminyak sudah pke ini lama wajah berminyak berkurang jauhh sekalii👍👍👍,Apakah produk yang datang tidak sesuai jumlah pesanan?,0,1,[ BELIA ] YOU Hy! Amino AC-Ttack Anti-Acne Facial Wash Jerawat Kulit Berminyak 100g | 50g,https://shopee.co.id/-BELIA-YOU-Hy!-Amino-AC-Ttack-Anti-Acne-Facial-Wash-Jerawat-Kulit-Berminyak-100g-50g-i.48382819.27072411908?extraParams=%7B%22display_model_id%22%3A237228451644%2C%22model_selection_logic%22%3A2%7D,8,prod_0042,apakah produk yang datang tidak sesuai jumlah pesanan,facial wash andalan sangat recommended buatt kulit yang mudah berjerawat dan berminyak sudah pke ini lama wajah berminyak berkurang jauhh sekalii
prod_0042_rev_03,Awalnya mikir kok tutup kuning ternyata lakban pengaman biar ga terbuka  dn terkirim sesuai dengan pesanan trimakasih kk,Apakah produk yang datang tidak sesuai jumlah pesanan?,1,1,[ BELIA ] YOU Hy! Amino AC-Ttack Anti-Acne Facial Wash Jerawat Kulit Berminyak 100g | 50g,https://shopee.co.id/-BELIA-YOU-Hy!-Amino-AC-Ttack-Anti-Acne-Facial-Wash-Jerawat-Kulit-Berminyak-100g-50g-i.48382819.27072411908?extraParams=%7B%22display_model_id%22%3A237228451644%2C%22model_selection_logic%22%3A2%7D,2,prod_0042,apakah produk yang datang tidak sesuai jumlah pesanan,awalnya mikir kok tutup kuning ternyata lakban pengaman biar tidak terbuka dn terkirim sesuai dengan pesanan trimakasih kk
prod_0042_rev_04,"Paket SDH datang, pengemasan n pengiriman cepat, packing aman selalu memuaskan belanja disini.. makasih",Apakah produk yang datang tidak sesuai jumlah pesanan?,0,1,[ BELIA ] YOU Hy! Amino AC-Ttack Anti-Acne Facial Wash Jerawat Kulit Berminyak 100g | 50g,https://shopee.co.id/-BELIA-YOU-Hy!-Amino-AC-Ttack-Anti-Acne-Facial-Wash-Jerawat-Kulit-Berminyak-100g-50g-i.48382819.27072411908?extraParams=%7B%22display_model_id%22%3A237228451644%2C%22model_selection_logic%22%3A2%7D,6,prod_0042,apakah produk yang datang tidak sesuai jumlah pesanan,paket sudah datang pengemasan n pengiriman cepat packing aman selalu memuaskan belanja disini terima kasih
prod_0042_rev_05,"Terimakasih seller, barang sesuai pesanan. Expired masih lama, semoga cocok dan jadi langganan :)",Apakah produk yang datang tidak sesuai jumlah pesanan?,0,1,[ BELIA ] YOU Hy! Amino AC-Ttack Anti-Acne Facial Wash Jerawat Kulit Berminyak 100g | 50g,https://shopee.co.id/-BELIA-YOU-Hy!-Amino-AC-Ttack-Anti-Acne-Facial-Wash-Jerawat-Kulit-Berminyak-100g-50g-i.48382819.27072411908?extraParams=%7B%22display_model_id%22%3A237228451644%2C%22model_selection_logic%22%3A2%7D,4,prod_0042,apakah produk yang datang tidak sesuai jumlah pesanan,terimakasih seller barang sesuai pesanan expired masih lama semoga cocok dan jadi langganan
prod_0042_rev_06,"Lembut bgt d pake, tidak kesat, d aku bikin wajah ada efek glownya setelah pemakaian",Apakah produk yang datang tidak sesuai jumlah pesanan?,0,1,[ BELIA ] YOU Hy! Amino AC-Ttack Anti-Acne Facial Wash Jerawat Kulit Berminyak 100g | 50g,https://shopee.co.id/-BELIA-YOU-Hy!-Amino-AC-Ttack-Anti-Acne-Facial-Wash-Jerawat-Kulit-Berminyak-100g-50g-i.48382819.27072411908?extraParams=%7B%22display_model_id%22%3A237228451644%2C%22model_selection_logic%22%3A2%7D,9,prod_0042,apakah produk yang datang tidak sesuai jumlah pesanan,lembut banget d pake tidak kesat d aku bikin wajah ada efek glownya setelah pemakaian
prod_0042_rev_07,"Barang datang dngn amann, baru pertama pemakaian smgaa cocok smaa produk ini 🥹💗",Apakah produk yang datang tidak sesuai jumlah pesanan?,0,1,[ BELIA ] YOU Hy! Amino AC-Ttack Anti-Acne Facial Wash Jerawat Kulit Berminyak 100g | 50g,https://shopee.co.id/-BELIA-YOU-Hy!-Amino-AC-Ttack-Anti-Acne-Facial-Wash-Jerawat-Kulit-Berminyak-100g-50g-i.48382819.27072411908?extraParams=%7B%22display_model_id%22%3A237228451644%2C%22model_selection_logic%22%3A2%7D,7,prod_0042,apakah produk yang datang tidak sesuai jumlah pesanan,barang datang dngn amann baru pertama pemakaian smgaa cocok smaa produk ini
prod_0042_rev_08,Barang sampai sesuai pesanan dan lebih cepat pengirimanya .terimakasih kak,Apakah produk yang datang tidak sesuai jumlah pesanan?,1,1,[ BELIA ] YOU Hy! Amino AC-Ttack Anti-Acne Facial Wash Jerawat Kulit Berminyak 100g | 50g,https://shopee.co.id/-BELIA-YOU-Hy!-Amino-AC-Ttack-Anti-Acne-Facial-Wash-Jerawat-Kulit-Berminyak-100g-50g-i.48382819.27072411908?extraParams=%7B%22display_model_id%22%3A237228451644%2C%22model_selection_logic%22%3A2%7D,5,prod_0042,apakah produk yang datang tidak sesuai jumlah pesanan,barang sampai sesuai pesanan dan lebih cepat pengirimanya terimakasih kakak
prod_0042_rev_09,alhamdulillah semenjak pake ini jerawat ku mendingan bangett,Apakah produk yang datang tidak sesuai jumlah pesanan?,0,1,[ BELIA ] YOU Hy! Amino AC-Ttack Anti-Acne Facial Wash Jerawat Kulit Berminyak 100g | 50g,https://shopee.co.id/-BELIA-YOU-Hy!-Amino-AC-Ttack-Anti-Acne-Facial-Wash-Jerawat-Kulit-Berminyak-100g-50g-i.48382819.27072411908?extraParams=%7B%22display_model_id%22%3A237228451644%2C%22model_selection_logic%22%3A2%7D,10,prod_0042,apakah produk yang datang tidak sesuai jumlah pesanan,alhamdulillah semenjak pake ini jerawat ku mendingan bangett
prod_0042_rev_10,Pengiriman aman dan tidak ada barang yang salah atau kurang,Apakah produk yang datang tidak sesuai jumlah pesanan?,1,1,[ BELIA ] YOU Hy! Amino AC-Ttack Anti-Acne Facial Wash Jerawat Kulit Berminyak 100g | 50g,https://shopee.co.id/-BELIA-YOU-Hy!-Amino-AC-Ttack-Anti-Acne-Facial-Wash-Jerawat-Kulit-Berminyak-100g-50g-i.48382819.27072411908?extraParams=%7B%22display_model_id%22%3A237228451644%2C%22model_selection_logic%22%3A2%7D,3,prod_0042,apakah produk yang datang tidak sesuai jumlah pesanan,pengiriman aman dan tidak ada barang yang salah atau kurang
prod_0043_rev_01,"harganya sedikit lebih mahal dari serum wardah yang lightening dan isinya cuma 15 ml, dari dengan segini semoga aktif menutrisi wajah agar menjadi lebih baik dan sehat, aamiin",Apakah harga serum ini lebih mahal dibandingkan serum Wardah lainnya?,1,1,❤ BELIA ❤ Wardah Acnederm Acne Care Serum 15ml | Serum Wajah,https://shopee.co.id/%E2%9D%A4-BELIA-%E2%9D%A4-Wardah-Acnederm-Acne-Care-Serum-15ml-Serum-Wajah-i.48382819.29410303622?extraParams=%7B%22display_model_id%22%3A139058015525%2C%22model_selection_logic%22%3A3%7D,1,prod_0043,apakah harga serum ini lebih mahal dibandingkan serum wardah lainnya,harganya sedikit lebih mahal dari serum wardah yang lightening dan isinya cuma 15 ml dari dengan segini semoga aktif menutrisi wajah agar menjadi lebih baik dan sehat aamiin
prod_0043_rev_02,"Barang datangnya cepet, produk asli dan sesuai pesanan, dapat hadiah ikat tambah cantik, pengemasan juga rapi dan aman. terimakasih seller",Apakah harga serum ini lebih mahal dibandingkan serum Wardah lainnya?,0,1,❤ BELIA ❤ Wardah Acnederm Acne Care Serum 15ml | Serum Wajah,https://shopee.co.id/%E2%9D%A4-BELIA-%E2%9D%A4-Wardah-Acnederm-Acne-Care-Serum-15ml-Serum-Wajah-i.48382819.29410303622?extraParams=%7B%22display_model_id%22%3A139058015525%2C%22model_selection_logic%22%3A3%7D,9,prod_0043,apakah harga serum ini lebih mahal dibandingkan serum wardah lainnya,barang datangnya cepet produk asli dan sesuai pesanan dapat hadiah ikat tambah cantik pengemasan juga rapi dan aman terimakasih seller
prod_0043_rev_03,"Pokokknya bagus aku selalu pakai ini tiap Malam secukupnya, kulit aku yang tadinya sering ada jerawat mendem lama² udah gaadaan lagi",Apakah harga serum ini lebih mahal dibandingkan serum Wardah lainnya?,0,1,❤ BELIA ❤ Wardah Acnederm Acne Care Serum 15ml | Serum Wajah,https://shopee.co.id/%E2%9D%A4-BELIA-%E2%9D%A4-Wardah-Acnederm-Acne-Care-Serum-15ml-Serum-Wajah-i.48382819.29410303622?extraParams=%7B%22display_model_id%22%3A139058015525%2C%22model_selection_logic%22%3A3%7D,4,prod_0043,apakah harga serum ini lebih mahal dibandingkan serum wardah lainnya,pokokknya bagus aku selalu pakai ini tiap malam secukupnya kulit aku yang tadinya sering ada jerawat mendem lama² udah gaadaan lagi
prod_0043_rev_04,"Menghilangkan jerawat dan beruntusan,udah berkali-kali order kesini selalu memuaskan bubble wrap selalu tebal, aman pengiriman cepat",Apakah harga serum ini lebih mahal dibandingkan serum Wardah lainnya?,0,1,❤ BELIA ❤ Wardah Acnederm Acne Care Serum 15ml | Serum Wajah,https://shopee.co.id/%E2%9D%A4-BELIA-%E2%9D%A4-Wardah-Acnederm-Acne-Care-Serum-15ml-Serum-Wajah-i.48382819.29410303622?extraParams=%7B%22display_model_id%22%3A139058015525%2C%22model_selection_logic%22%3A3%7D,6,prod_0043,apakah harga serum ini lebih mahal dibandingkan serum wardah lainnya,menghilangkan jerawat dan beruntusanudah berkalikali order kesini selalu memuaskan bubble wrap selalu tebal aman pengiriman cepat
prod_0043_rev_05,Serumnya nampol banget. Mengurangi minyak dan wajah jadi bersih. Walaupun harga lebih mahal drpd yg biasa tpi sangat worth it.,Apakah harga serum ini lebih mahal dibandingkan serum Wardah lainnya?,1,1,❤ BELIA ❤ Wardah Acnederm Acne Care Serum 15ml | Serum Wajah,https://shopee.co.id/%E2%9D%A4-BELIA-%E2%9D%A4-Wardah-Acnederm-Acne-Care-Serum-15ml-Serum-Wajah-i.48382819.29410303622?extraParams=%7B%22display_model_id%22%3A139058015525%2C%22model_selection_logic%22%3A3%7D,2,prod_0043,apakah harga serum ini lebih mahal dibandingkan serum wardah lainnya,serumnya nampol banget mengurangi minyak dan wajah jadi bersih walaupun harga lebih mahal drpd yang biasa tpi sangat worth it
prod_0043_rev_06,"Kandungan azeclair dengan harga terjangkau bisa aku dapatkan di serum ini
Soal kualitas wardah udah gak usah diragukan lagi",Apakah harga serum ini lebih mahal dibandingkan serum Wardah lainnya?,0,1,❤ BELIA ❤ Wardah Acnederm Acne Care Serum 15ml | Serum Wajah,https://shopee.co.id/%E2%9D%A4-BELIA-%E2%9D%A4-Wardah-Acnederm-Acne-Care-Serum-15ml-Serum-Wajah-i.48382819.29410303622?extraParams=%7B%22display_model_id%22%3A139058015525%2C%22model_selection_logic%22%3A3%7D,3,prod_0043,apakah harga serum ini lebih mahal dibandingkan serum wardah lainnya,kandungan azeclair dengan harga terjangkau bisa aku dapatkan di serum ini soal kualitas wardah udah tidak usah diragukan lagi
prod_0043_rev_07,Pengiriman cepat  barang ORI cocok untuk kulit acne kalau pakai ini cepat meredakan jerawat yg meradang trimakasih kaka,Apakah harga serum ini lebih mahal dibandingkan serum Wardah lainnya?,0,1,❤ BELIA ❤ Wardah Acnederm Acne Care Serum 15ml | Serum Wajah,https://shopee.co.id/%E2%9D%A4-BELIA-%E2%9D%A4-Wardah-Acnederm-Acne-Care-Serum-15ml-Serum-Wajah-i.48382819.29410303622?extraParams=%7B%22display_model_id%22%3A139058015525%2C%22model_selection_logic%22%3A3%7D,7,prod_0043,apakah harga serum ini lebih mahal dibandingkan serum wardah lainnya,pengiriman cepat barang original cocok untuk kulit acne kalau pakai ini cepat meredakan jerawat yang meradang trimakasih kaka
prod_0043_rev_08,"tekstur nya ringan banget dan mudah menyerap ke kulit, ngga lengket juga. lumayan membantu menghilangkan jerawat",Apakah harga serum ini lebih mahal dibandingkan serum Wardah lainnya?,0,1,❤ BELIA ❤ Wardah Acnederm Acne Care Serum 15ml | Serum Wajah,https://shopee.co.id/%E2%9D%A4-BELIA-%E2%9D%A4-Wardah-Acnederm-Acne-Care-Serum-15ml-Serum-Wajah-i.48382819.29410303622?extraParams=%7B%22display_model_id%22%3A139058015525%2C%22model_selection_logic%22%3A3%7D,5,prod_0043,apakah harga serum ini lebih mahal dibandingkan serum wardah lainnya,tekstur nya ringan banget dan mudah menyerap ke kulit ngga lengket juga lumayan membantu menghilangkan jerawat
prod_0043_rev_09,"Pengiriman cepat, kemasan rapi dan aman, suka sekali belanja di toko ini, kurir baik dan ramah.",Apakah harga serum ini lebih mahal dibandingkan serum Wardah lainnya?,0,1,❤ BELIA ❤ Wardah Acnederm Acne Care Serum 15ml | Serum Wajah,https://shopee.co.id/%E2%9D%A4-BELIA-%E2%9D%A4-Wardah-Acnederm-Acne-Care-Serum-15ml-Serum-Wajah-i.48382819.29410303622?extraParams=%7B%22display_model_id%22%3A139058015525%2C%22model_selection_logic%22%3A3%7D,10,prod_0043,apakah harga serum ini lebih mahal dibandingkan serum wardah lainnya,pengiriman cepat kemasan rapi dan aman suka sekali belanja di toko ini kurir baik dan ramah
prod_0043_rev_10,"serum bagus kandungan cocok untuk kulit berminyak, hanya saja sayang kemasan udah agak penyok",Apakah harga serum ini lebih mahal dibandingkan serum Wardah lainnya?,0,1,❤ BELIA ❤ Wardah Acnederm Acne Care Serum 15ml | Serum Wajah,https://shopee.co.id/%E2%9D%A4-BELIA-%E2%9D%A4-Wardah-Acnederm-Acne-Care-Serum-15ml-Serum-Wajah-i.48382819.29410303622?extraParams=%7B%22display_model_id%22%3A139058015525%2C%22model_selection_logic%22%3A3%7D,8,prod_0043,apakah harga serum ini lebih mahal dibandingkan serum wardah lainnya,serum bagus kandungan cocok untuk kulit berminyak hanya saja sayang kemasan udah agak penyok
